name,temperature,feels_like,humidity,wind,wind_gust,dew_point,wind_direction,pressure_relative,pressure_absolute,uvi,created_at
"STE - Ciupac",15.2,15.2,88,3.5,4.5,15.2,SSW,1008.4,1018.5,0,"2023-10-21 03:02:02"
"SCLE - Ciupac",15.3,15.3,87,5.5,4.5,15.3,NE,1012.4,1018.5,0,"2023-10-21 03:02:03"
"MDA - Ciupac",14.9,14.9,88,6.4,8.1,14.9,ENE,1014.1,1017.5,0,"2023-10-21 03:02:04"
"CN - Ciupac",13.5,13.5,91,2.9,3.4,13.5,WNW,1008.4,1018.2,0,"2023-10-21 03:02:05"
"BHI - Ciupac",19.7,19.7,55,8.2,8.1,19.7,NE,1010.7,1009.7,0,"2023-10-21 03:02:06"
"GAVIOTAS - Ciupac",14.2,14.2,89,9.3,8.1,14.2,NNE,1011.7,1017.5,0,"2023-10-21 03:02:07"
"Monte hermoson 2",15.3,15.3,87,3.5,3.4,15.3,ENE,1013.1,1018.8,0,"2023-10-21 03:03:02"
"STE - Ciupac",15.2,15.2,89,3.5,3.4,15.2,E,1008.4,1018.5,0,"2023-10-21 03:03:03"
"SCLE - Ciupac",15.3,15.3,87,3.5,3.4,15.3,ENE,1013.1,1018.8,0,"2023-10-21 03:03:04"
"MDA - Ciupac",14.9,14.9,87,5.8,6.9,14.9,NE,1014.4,1017.5,0,"2023-10-21 03:03:05"
"CN - Ciupac",13.5,13.5,91,5.8,6.9,13.5,NNW,1008,1017.5,0,"2023-10-21 03:03:06"
"BHI - Ciupac",19.7,19.7,56,8.7,6.9,19.7,E,1010.7,1009.7,0,"2023-10-21 03:03:07"
"GAVIOTAS - Ciupac",14.2,14.2,89,11.9,11.4,14.2,NNW,1012.1,1017.8,0,"2023-10-21 03:03:07"
"Monte hermoson 2",15.3,15.3,88,8.7,8.1,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:04:02"
"STE - Ciupac",15.2,15.2,89,3.5,3.4,15.2,E,1008.4,1018.5,0,"2023-10-21 03:04:03"
"SCLE - Ciupac",15.3,15.3,88,8.7,8.1,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:04:04"
"MDA - Ciupac",15,15,87,4.3,4.5,15,E,1014.1,1017.5,0,"2023-10-21 03:04:05"
"CN - Ciupac",13.5,13.5,91,0.6,1.1,13.5,NNE,1008,1017.5,0,"2023-10-21 03:04:06"
"BHI - Ciupac",19.8,19.8,56,10.8,9.2,19.8,E,1010.7,1010,0,"2023-10-21 03:04:07"
"GAVIOTAS - Ciupac",14.2,14.2,89,11.9,11.4,14.2,NNW,1012.1,1017.8,0,"2023-10-21 03:04:08"
"Monte hermoson 2",15.3,15.3,88,6.1,12.5,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:05:02"
"STE - Ciupac",15.2,15.2,89,3.5,3.4,15.2,E,1008.4,1018.5,0,"2023-10-21 03:05:03"
"SCLE - Ciupac",15.3,15.3,88,6.1,12.5,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:05:04"
"MDA - Ciupac",15,15,87,4.3,3.4,15,NW,1014.1,1017.5,0,"2023-10-21 03:05:05"
"CN - Ciupac",13.5,13.5,91,1.1,1.1,13.5,WNW,1008,1017.5,0,"2023-10-21 03:05:06"
"BHI - Ciupac",19.8,19.8,55,5.8,4.5,19.8,NE,1010.7,1010,0,"2023-10-21 03:05:07"
"GAVIOTAS - Ciupac",14.2,14.2,89,5.8,4.5,14.2,N,1011.7,1017.5,0,"2023-10-21 03:05:08"
"Monte hermoson 2",15.3,15.3,88,8.7,10.3,15.3,ENE,1012.8,1018.5,0,"2023-10-21 03:06:02"
"STE - Ciupac",15.2,15.2,89,3.5,3.4,15.2,E,1008.4,1018.5,0,"2023-10-21 03:06:03"
"SCLE - Ciupac",15.3,15.3,88,8.7,10.3,15.3,ENE,1012.8,1018.5,0,"2023-10-21 03:06:04"
"MDA - Ciupac",15,15,87,2.1,2.2,15,ENE,1014.1,1017.5,0,"2023-10-21 03:06:05"
"CN - Ciupac",13.5,13.5,91,2.9,4.5,13.5,N,1008,1017.5,0,"2023-10-21 03:06:06"
"BHI - Ciupac",19.9,19.9,55,5.5,5.8,19.9,SSW,1011.1,1010,0,"2023-10-21 03:06:07"
"GAVIOTAS - Ciupac",14.2,14.2,89,6.4,4.5,14.2,NNE,1011.7,1017.5,0,"2023-10-21 03:06:08"
"Monte hermoson 2",15.3,15.3,88,7.2,8.1,15.3,E,1012.8,1018.5,0,"2023-10-21 03:07:02"
"STE - Ciupac",15.2,15.2,89,3.5,3.4,15.2,E,1008.4,1018.5,0,"2023-10-21 03:07:03"
"SCLE - Ciupac",15.3,15.3,88,7.2,8.1,15.3,E,1012.8,1018.5,0,"2023-10-21 03:07:04"
"MDA - Ciupac",15,15,88,5.5,3.4,15,NE,1014.1,1017.5,0,"2023-10-21 03:07:05"
"CN - Ciupac",13.5,13.5,91,1.1,1.1,13.5,N,1008,1017.8,0,"2023-10-21 03:07:06"
"BHI - Ciupac",19.9,19.9,55,3.5,3.4,19.9,E,1010.7,1009.7,0,"2023-10-21 03:07:07"
"GAVIOTAS - Ciupac",14.2,14.2,89,1.4,1.1,14.2,NNE,1011.7,1017.5,0,"2023-10-21 03:07:08"
"Monte hermoson 2",15.3,15.3,88,4.3,4.5,15.3,ENE,1012.8,1018.5,0,"2023-10-21 03:08:02"
"STE - Ciupac",15.2,15.2,89,7.2,6.9,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:08:03"
"SCLE - Ciupac",15.3,15.3,88,4.3,4.5,15.3,ENE,1012.8,1018.5,0,"2023-10-21 03:08:04"
"MDA - Ciupac",15,15,88,6.9,5.8,15,NE,1014.1,1017.5,0,"2023-10-21 03:08:05"
"CN - Ciupac",13.5,13.5,91,4.7,4.5,13.5,E,1008,1017.5,0,"2023-10-21 03:08:06"
"BHI - Ciupac",19.9,19.9,55,3.5,3.4,19.9,E,1010.7,1009.7,0,"2023-10-21 03:08:07"
"GAVIOTAS - Ciupac",14.2,14.2,89,11.1,8.1,14.2,NNE,1011.7,1017.5,0,"2023-10-21 03:08:09"
"Monte hermoson 2",15.3,15.3,88,7.6,9.2,15.3,ENE,1012.8,1018.8,0,"2023-10-21 03:09:02"
"STE - Ciupac",15.2,15.2,89,7.2,6.9,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:09:03"
"SCLE - Ciupac",15.3,15.3,88,7.6,9.2,15.3,ENE,1012.8,1018.8,0,"2023-10-21 03:09:04"
"MDA - Ciupac",15,15,88,4,3.4,15,SE,1014.1,1017.5,0,"2023-10-21 03:09:04"
"CN - Ciupac",13.5,13.5,91,1.4,2.2,13.5,N,1007.7,1017.5,0,"2023-10-21 03:09:05"
"BHI - Ciupac",19.9,19.9,55,6.4,5.8,19.9,NE,1010.7,1009.7,0,"2023-10-21 03:09:06"
"GAVIOTAS - Ciupac",14.2,14.2,89,11.9,10.3,14.2,NE,1011.7,1017.5,0,"2023-10-21 03:09:07"
"Monte hermoson 2",15.3,15.3,88,2.1,2.2,15.3,NNE,1012.4,1018.5,0,"2023-10-21 03:10:01"
"STE - Ciupac",15.2,15.2,89,7.2,6.9,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:10:02"
"SCLE - Ciupac",15.3,15.3,88,2.1,2.2,15.3,NNE,1012.4,1018.5,0,"2023-10-21 03:10:03"
"MDA - Ciupac",15,15,88,6.9,6.9,15,ENE,1014.1,1017.5,0,"2023-10-21 03:10:04"
"CN - Ciupac",13.5,13.5,91,2.6,2.2,13.5,NE,1008,1017.5,0,"2023-10-21 03:10:05"
"BHI - Ciupac",19.9,19.9,56,5.5,4.5,19.9,ENE,1010.7,1010,0,"2023-10-21 03:10:06"
"GAVIOTAS - Ciupac",14.2,14.2,89,5.5,4.5,14.2,NE,1011.7,1017.5,0,"2023-10-21 03:10:08"
"Monte hermoson 2",15.3,15.3,88,2.9,2.2,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:11:02"
"STE - Ciupac",15.2,15.2,89,7.2,6.9,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:11:04"
"SCLE - Ciupac",15.3,15.3,88,2.9,2.2,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:11:05"
"MDA - Ciupac",15,15,88,2.9,3.4,15,N,1014.1,1017.5,0,"2023-10-21 03:11:06"
"CN - Ciupac",13.5,13.5,91,2.1,3.4,13.5,NNW,1008,1017.5,0,"2023-10-21 03:11:07"
"BHI - Ciupac",19.8,19.8,56,6.1,6.9,19.8,ENE,1010.7,1009.7,0,"2023-10-21 03:11:08"
"GAVIOTAS - Ciupac",14.2,14.2,89,9.3,8.1,14.2,NNE,1011.7,1017.5,0,"2023-10-21 03:11:09"
"Monte hermoson 2",15.3,15.3,88,7.2,9.2,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:16:02"
"STE - Ciupac",15.2,15.2,89,6.4,6.9,15.2,ENE,1008.4,1018.5,0,"2023-10-21 03:16:03"
"SCLE - Ciupac",15.3,15.3,88,7.2,9.2,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:16:04"
"MDA - Ciupac",14.9,14.9,88,7.9,6.9,14.9,NE,1014.1,1017.5,0,"2023-10-21 03:16:06"
"CN - Ciupac",13.4,13.4,91,2.1,2.2,13.4,NW,1008,1017.5,0,"2023-10-21 03:16:07"
"BHI - Ciupac",19.7,19.7,56,7.2,5.8,19.7,ENE,1010.7,1010,0,"2023-10-21 03:16:09"
"GAVIOTAS - Ciupac",14.3,14.3,89,9.7,8.1,14.3,N,1011.7,1017.5,0,"2023-10-21 03:16:10"
"Monte hermoson 2",15.3,15.3,88,5.5,5.8,15.3,NE,1012.4,1018.5,0,"2023-10-21 03:17:02"
"STE - Ciupac",15.2,15.2,89,6.4,6.9,15.2,ENE,1008.4,1018.5,0,"2023-10-21 03:17:03"
"SCLE - Ciupac",15.3,15.3,88,5.5,5.8,15.3,NE,1012.4,1018.5,0,"2023-10-21 03:17:04"
"MDA - Ciupac",15,15,88,4,4.5,15,NE,1013.8,1017.2,0,"2023-10-21 03:17:05"
"CN - Ciupac",13.4,13.4,91,2.9,3.4,13.4,SE,1008,1017.5,0,"2023-10-21 03:17:05"
"BHI - Ciupac",19.7,19.7,56,5.5,4.5,19.7,ENE,1011.1,1010,0,"2023-10-21 03:17:06"
"GAVIOTAS - Ciupac",14.3,14.3,89,6.4,4.5,14.3,NE,1011.4,1017.5,0,"2023-10-21 03:17:08"
"Monte hermoson 2",15.3,15.3,88,7.6,8.1,15.3,N,1012.4,1018.5,0,"2023-10-21 03:18:02"
"STE - Ciupac",15.2,15.2,89,6.4,6.9,15.2,ENE,1008.4,1018.5,0,"2023-10-21 03:18:03"
"SCLE - Ciupac",15.3,15.3,88,7.6,8.1,15.3,N,1012.4,1018.5,0,"2023-10-21 03:18:04"
"MDA - Ciupac",15,15,88,4,4.5,15,NE,1013.8,1017.2,0,"2023-10-21 03:18:05"
"CN - Ciupac",13.4,13.4,91,2.1,3.4,13.4,NW,1007.7,1017.5,0,"2023-10-21 03:18:06"
"BHI - Ciupac",19.7,19.7,56,5.8,5.8,19.7,S,1010.7,1010,0,"2023-10-21 03:18:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,6.4,6.9,14.3,NE,1011.7,1017.5,0,"2023-10-21 03:18:08"
"Monte hermoson 2",15.2,15.2,88,7.9,6.9,15.2,ENE,1012.4,1018.2,0,"2023-10-21 03:19:02"
"STE - Ciupac",15.2,15.2,89,4,5.8,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:19:02"
"SCLE - Ciupac",15.2,15.2,88,7.9,6.9,15.2,ENE,1012.4,1018.2,0,"2023-10-21 03:19:04"
"MDA - Ciupac",15,15,88,3.2,4.5,15,ENE,1013.8,1017.2,0,"2023-10-21 03:19:04"
"CN - Ciupac",13.4,13.4,91,4.3,4.5,13.4,NNE,1008,1017.5,0,"2023-10-21 03:19:05"
"BHI - Ciupac",19.7,19.7,56,9.3,8.1,19.7,NNE,1011.1,1010,0,"2023-10-21 03:19:06"
"GAVIOTAS - Ciupac",14.3,14.3,89,7.6,6.9,14.3,ENE,1011.4,1017.5,0,"2023-10-21 03:19:07"
"Monte hermoson 2",15.2,15.2,88,6.9,6.9,15.2,ENE,1012.4,1018.2,0,"2023-10-21 03:20:01"
"STE - Ciupac",15.2,15.2,89,4,5.8,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:20:03"
"SCLE - Ciupac",15.2,15.2,88,6.9,6.9,15.2,ENE,1012.4,1018.2,0,"2023-10-21 03:20:04"
"MDA - Ciupac",14.9,14.9,88,6.1,5.8,14.9,E,1013.8,1017.2,0,"2023-10-21 03:20:04"
"CN - Ciupac",13.4,13.4,91,1.8,1.1,13.4,NNW,1008,1017.5,0,"2023-10-21 03:20:05"
"BHI - Ciupac",19.7,19.7,56,3.2,3.4,19.7,SE,1011.1,1010.4,0,"2023-10-21 03:20:06"
"GAVIOTAS - Ciupac",14.3,14.3,89,2.9,2.2,14.3,NNE,1011.4,1017.2,0,"2023-10-21 03:20:07"
"Monte hermoson 2",15.2,15.2,88,4.3,4.5,15.2,NE,1012.4,1018.2,0,"2023-10-21 03:21:02"
"STE - Ciupac",15.2,15.2,89,4,5.8,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:21:03"
"SCLE - Ciupac",15.2,15.2,88,4.3,4.5,15.2,NE,1012.4,1018.2,0,"2023-10-21 03:21:04"
"MDA - Ciupac",15,15,88,4.3,3.4,15,WNW,1013.8,1017.2,0,"2023-10-21 03:21:05"
"CN - Ciupac",13.4,13.4,91,2.6,2.2,13.4,N,1008,1017.8,0,"2023-10-21 03:21:06"
"BHI - Ciupac",19.7,19.7,56,7.9,6.9,19.7,NE,1011.1,1010,0,"2023-10-21 03:21:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,6.4,4.5,14.3,NE,1011.4,1017.2,0,"2023-10-21 03:21:08"
"Monte hermoson 2",15.3,15.3,88,6.9,8.1,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:22:02"
"STE - Ciupac",15.2,15.2,89,4,5.8,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:22:03"
"SCLE - Ciupac",15.3,15.3,88,6.9,8.1,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:22:04"
"MDA - Ciupac",15,15,88,6.1,4.5,15,WNW,1014.1,1017.5,0,"2023-10-21 03:22:05"
"CN - Ciupac",13.4,13.4,91,0.6,1.1,13.4,SW,1008,1017.8,0,"2023-10-21 03:22:06"
"BHI - Ciupac",19.8,19.8,56,8.7,6.9,19.8,NE,1011.1,1010,0,"2023-10-21 03:22:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,7.9,6.9,14.3,N,1011.4,1017.2,0,"2023-10-21 03:22:08"
"Monte hermoson 2",15.3,15.3,88,6.9,6.9,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:23:02"
"STE - Ciupac",15.2,15.2,89,4,5.8,15.2,NE,1008.4,1018.5,0,"2023-10-21 03:23:03"
"SCLE - Ciupac",15.3,15.3,88,6.9,6.9,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:23:03"
"MDA - Ciupac",15,15,88,2.6,2.2,15,NNE,1014.1,1017.5,0,"2023-10-21 03:23:04"
"CN - Ciupac",13.4,13.4,91,2.1,2.2,13.4,NNE,1008,1017.5,0,"2023-10-21 03:23:05"
"BHI - Ciupac",19.8,19.8,56,8.7,6.9,19.8,NE,1011.1,1010,0,"2023-10-21 03:23:06"
"GAVIOTAS - Ciupac",14.3,14.3,89,7.9,6.9,14.3,N,1011.4,1017.2,0,"2023-10-21 03:23:07"
"Monte hermoson 2",15.3,15.3,88,6.9,6.9,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:24:02"
"STE - Ciupac",15.2,15.2,89,5,4.5,15.2,E,1008.4,1018.5,0,"2023-10-21 03:24:03"
"SCLE - Ciupac",15.3,15.3,88,8.2,9.2,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:24:04"
"MDA - Ciupac",14.9,14.9,88,2.1,2.2,14.9,NE,1014.1,1017.5,0,"2023-10-21 03:24:05"
"CN - Ciupac",13.4,13.4,91,2.1,2.2,13.4,NNE,1008,1017.5,0,"2023-10-21 03:24:06"
"BHI - Ciupac",19.8,19.8,56,10.1,8.1,19.8,NE,1011.1,1010.4,0,"2023-10-21 03:24:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,6.4,4.5,14.3,N,1011.4,1017.2,0,"2023-10-21 03:24:08"
"Monte hermoson 2",15.3,15.3,88,8.2,9.2,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:25:02"
"STE - Ciupac",15.2,15.2,89,5,4.5,15.2,E,1008.4,1018.5,0,"2023-10-21 03:25:03"
"SCLE - Ciupac",15.3,15.3,88,8.2,9.2,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:25:03"
"MDA - Ciupac",14.9,14.9,88,3.5,3.4,14.9,NNE,1014.1,1017.5,0,"2023-10-21 03:25:04"
"CN - Ciupac",13.4,13.4,91,1.4,1.1,13.4,NE,1008.4,1017.8,0,"2023-10-21 03:25:06"
"BHI - Ciupac",19.8,19.8,56,12.2,10.3,19.8,ENE,1011.1,1010,0,"2023-10-21 03:25:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,6.4,6.9,14.3,N,1011.4,1017.2,0,"2023-10-21 03:25:07"
"Monte hermoson 2",15.3,15.3,88,8.7,8.1,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:26:02"
"STE - Ciupac",15.2,15.2,89,5,4.5,15.2,E,1008.4,1018.5,0,"2023-10-21 03:26:03"
"SCLE - Ciupac",15.3,15.3,88,8.7,8.1,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:26:04"
"MDA - Ciupac",14.9,14.9,88,4.7,4.5,14.9,ENE,1014.1,1017.5,0,"2023-10-21 03:26:05"
"CN - Ciupac",13.4,13.4,91,1.4,1.1,13.4,NNE,1008.4,1017.8,0,"2023-10-21 03:26:06"
"BHI - Ciupac",20,20,55,11.1,9.2,20,ENE,1011.1,1010,0,"2023-10-21 03:26:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,5,4.5,14.3,N,1011.4,1017.2,0,"2023-10-21 03:26:08"
"Monte hermoson 2",15.3,15.3,88,6.4,9.2,15.3,NNE,1012.8,1018.5,0,"2023-10-21 03:27:02"
"STE - Ciupac",15.2,15.2,89,5,4.5,15.2,E,1008.4,1018.5,0,"2023-10-21 03:27:03"
"SCLE - Ciupac",15.3,15.3,88,6.4,9.2,15.3,NNE,1012.8,1018.5,0,"2023-10-21 03:27:04"
"MDA - Ciupac",14.9,14.9,88,6.1,4.5,14.9,NNW,1013.8,1017.2,0,"2023-10-21 03:27:05"
"CN - Ciupac",13.4,13.4,91,1.4,3.4,13.4,NNW,1008,1017.5,0,"2023-10-21 03:27:06"
"BHI - Ciupac",20.1,20.1,55,6.4,5.8,20.1,NNE,1011.1,1010.4,0,"2023-10-21 03:27:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,11.1,11.4,14.3,NE,1011.4,1017.2,0,"2023-10-21 03:27:08"
"Monte hermoson 2",15.3,15.3,88,4,4.5,15.3,ENE,1012.4,1018.5,0,"2023-10-21 03:28:02"
"STE - Ciupac",15.2,15.2,89,5,4.5,15.2,E,1008.4,1018.5,0,"2023-10-21 03:28:03"
"SCLE - Ciupac",15.3,15.3,88,4,4.5,15.3,ENE,1012.4,1018.5,0,"2023-10-21 03:28:04"
"MDA - Ciupac",14.9,14.9,88,6.1,6.9,14.9,ENE,1013.8,1017.2,0,"2023-10-21 03:28:05"
"CN - Ciupac",13.4,13.4,91,2.9,2.2,13.4,ESE,1008.4,1017.8,0,"2023-10-21 03:28:06"
"BHI - Ciupac",20.1,20.1,55,7.9,6.9,20.1,NNE,1011.1,1010,0,"2023-10-21 03:28:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,5.5,5.8,14.3,NNE,1011.4,1017.2,0,"2023-10-21 03:28:08"
"Monte hermoson 2",15.3,15.3,88,4,4.5,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:29:02"
"STE - Ciupac",15.2,15.2,89,6.9,5.8,15.2,NNE,1008,1018.2,0,"2023-10-21 03:29:03"
"SCLE - Ciupac",15.3,15.3,88,4,4.5,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:29:04"
"MDA - Ciupac",14.9,14.9,88,4,3.4,14.9,WSW,1013.8,1017.2,0,"2023-10-21 03:29:05"
"CN - Ciupac",13.4,13.4,91,2.1,2.2,13.4,WNW,1008,1017.8,0,"2023-10-21 03:29:06"
"BHI - Ciupac",20.2,20.2,55,8.7,5.8,20.2,NNE,1011.1,1010.4,0,"2023-10-21 03:29:07"
"GAVIOTAS - Ciupac",14.3,14.3,89,2.9,2.2,14.3,N,1011.1,1016.8,0,"2023-10-21 03:29:08"
"Monte hermoson 2",15.3,15.3,88,6.9,6.9,15.3,NE,1012.1,1018.2,0,"2023-10-21 03:30:02"
"STE - Ciupac",15.2,15.2,89,6.9,5.8,15.2,NNE,1008,1018.2,0,"2023-10-21 03:30:03"
"SCLE - Ciupac",15.3,15.3,88,6.9,6.9,15.3,NE,1012.1,1018.2,0,"2023-10-21 03:30:04"
"MDA - Ciupac",14.9,14.9,88,1.8,1.1,14.9,SE,1013.8,1017.2,0,"2023-10-21 03:30:05"
"CN - Ciupac",13.4,13.4,91,3.2,3.4,13.4,NNW,1008,1017.8,0,"2023-10-21 03:30:06"
"BHI - Ciupac",20.1,20.1,55,7.9,5.8,20.1,NNE,1011.1,1010,0,"2023-10-21 03:30:06"
"GAVIOTAS - Ciupac",14.3,14.3,89,5.8,5.8,14.3,NNE,1011.1,1016.8,0,"2023-10-21 03:30:07"
"Monte hermoson 2",15.3,15.3,88,5.8,5.8,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:31:03"
"STE - Ciupac",15.2,15.2,89,6.9,5.8,15.2,NNE,1008,1018.2,0,"2023-10-21 03:31:04"
"SCLE - Ciupac",15.3,15.3,88,5.8,5.8,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:31:05"
"MDA - Ciupac",14.9,14.9,88,1.8,1.1,14.9,SE,1013.8,1017.2,0,"2023-10-21 03:31:06"
"CN - Ciupac",13.4,13.4,91,3.2,3.4,13.4,NW,1008,1017.5,0,"2023-10-21 03:31:07"
"BHI - Ciupac",20.2,20.2,55,11.1,9.2,20.2,NNE,1011.1,1010,0,"2023-10-21 03:31:08"
"GAVIOTAS - Ciupac",14.3,14.3,90,9.7,8.1,14.3,NE,1011.1,1016.8,0,"2023-10-21 03:31:09"
"Monte hermoson 2",15.3,15.3,88,6.4,6.9,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:32:02"
"STE - Ciupac",15.2,15.2,89,6.9,5.8,15.2,NNE,1008,1018.2,0,"2023-10-21 03:32:03"
"SCLE - Ciupac",15.3,15.3,88,6.4,6.9,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:32:04"
"MDA - Ciupac",14.9,14.9,88,5.8,4.5,14.9,NNW,1013.8,1017.2,0,"2023-10-21 03:32:05"
"CN - Ciupac",13.4,13.4,91,2.9,3.4,13.4,NNW,1008,1017.5,0,"2023-10-21 03:32:06"
"BHI - Ciupac",20.2,20.2,55,8.2,6.9,20.2,NNE,1011.1,1010,0,"2023-10-21 03:32:07"
"GAVIOTAS - Ciupac",14.3,14.3,90,9.7,8.1,14.3,NE,1011.1,1016.8,0,"2023-10-21 03:32:08"
"Monte hermoson 2",15.3,15.3,88,10.1,8.1,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:33:02"
"STE - Ciupac",15.2,15.2,89,6.9,5.8,15.2,NNE,1008,1018.2,0,"2023-10-21 03:33:03"
"SCLE - Ciupac",15.3,15.3,88,10.1,8.1,15.3,NE,1012.8,1018.5,0,"2023-10-21 03:33:04"
"MDA - Ciupac",14.9,14.9,88,6.4,4.5,14.9,NE,1013.8,1017.2,0,"2023-10-21 03:33:05"
"CN - Ciupac",13.4,13.4,91,1.8,1.1,13.4,NE,1008.4,1017.8,0,"2023-10-21 03:33:06"
"BHI - Ciupac",20.2,20.2,55,8.7,6.9,20.2,NNE,1011.1,1010,0,"2023-10-21 03:33:07"
"GAVIOTAS - Ciupac",14.4,14.4,90,8.2,8.1,14.4,NE,1011.1,1016.8,0,"2023-10-21 03:33:08"
"Monte hermoson 2",15.3,15.3,88,5.5,5.8,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:34:01"
"STE - Ciupac",15.1,15.1,89,3.5,3.4,15.1,ENE,1008,1018.2,0,"2023-10-21 03:34:02"
"SCLE - Ciupac",15.3,15.3,88,5.5,5.8,15.3,NE,1012.4,1018.2,0,"2023-10-21 03:34:03"
"MDA - Ciupac",14.9,14.9,88,3.5,3.4,14.9,NE,1014.1,1017.5,0,"2023-10-21 03:34:03"
"CN - Ciupac",13.4,13.4,91,6.1,4.5,13.4,NE,1008,1017.5,0,"2023-10-21 03:34:05"
"BHI - Ciupac",20.2,20.2,55,4.7,5.8,20.2,WNW,1010.7,1009.7,0,"2023-10-21 03:34:05"
"GAVIOTAS - Ciupac",14.4,14.4,90,10.8,12.5,14.4,NNW,1011.1,1016.8,0,"2023-10-21 03:34:07"
"Monte hermoson 2",15.3,15.3,88,7.9,8.1,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:35:02"
"STE - Ciupac",15.1,15.1,89,2.6,4.5,15.1,NE,1008,1018.2,0,"2023-10-21 03:35:03"
"SCLE - Ciupac",15.3,15.3,88,7.9,8.1,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:35:04"
"MDA - Ciupac",14.9,14.9,88,2.1,3.4,14.9,W,1013.8,1017.2,0,"2023-10-21 03:35:05"
"CN - Ciupac",13.4,13.4,91,0.6,1.1,13.4,WNW,1008,1017.8,0,"2023-10-21 03:35:06"
"BHI - Ciupac",20.2,20.2,55,5,4.5,20.2,S,1011.1,1010,0,"2023-10-21 03:35:07"
"GAVIOTAS - Ciupac",14.4,14.4,90,7.2,8.1,14.4,N,1011.1,1016.8,0,"2023-10-21 03:35:08"
"Monte hermoson 2",15.3,15.3,88,8.7,10.3,15.3,ENE,1012.4,1018.2,0,"2023-10-21 03:36:01"
"STE - Ciupac",15.1,15.1,89,2.6,4.5,15.1,NE,1008,1018.2,0,"2023-10-21 03:36:02"
