name,temperature,feels_like,humidity,wind,wind_gust,dew_point,wind_direction,pressure_relative,pressure_absolute,uvi,created_at
"MDA - Ciupac",14.8,14.8,89,5.5,5.8,14.8,NNE,1013.4,1016.8,0,"2023-10-21 04:31:04"
"CN - Ciupac",13.4,13.4,90,1.1,1.1,13.4,N,1008.4,1017.8,0,"2023-10-21 04:31:05"
"BHI - Ciupac",19.9,19.9,58,7.2,6.9,19.9,ENE,1011.1,1010,0,"2023-10-21 04:31:06"
"GAVIOTAS - Ciupac",14,14,87,4.7,3.4,14,N,1011.7,1017.5,0,"2023-10-21 04:31:07"
"Monte hermoson 2",15.4,15.4,88,4.3,3.4,15.4,NE,1013.4,1019.2,0,"2023-10-21 06:39:03"
"STE - Ciupac",15.4,15.4,89,11.1,11.4,15.4,ENE,1009,1019.2,0,"2023-10-21 06:39:04"
"SCLE - Ciupac",15.4,15.4,88,4.3,3.4,15.4,NE,1013.4,1019.2,0,"2023-10-21 06:39:05"
"MDA - Ciupac",15.1,15.1,89,1.4,2.2,15.1,ENE,1014.8,1018.2,0,"2023-10-21 06:39:06"
"CN - Ciupac",13.6,13.6,91,0,0.0,13.6,NNE,1009,1018.5,0,"2023-10-21 06:39:07"
"BHI - Ciupac",20.2,20.2,62,7.9,5.8,20.2,N,1011.7,1010.7,0,"2023-10-21 06:39:08"
"GAVIOTAS - Ciupac",15.1,15.1,81,2.1,2.2,15.1,N,1012.4,1018.2,0,"2023-10-21 06:39:08"
"Monte hermoson 2",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:40:02"
"STE - Ciupac",15.4,15.4,89,11.1,11.4,15.4,ENE,1009,1019.2,0,"2023-10-21 06:40:03"
"SCLE - Ciupac",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:40:04"
"MDA - Ciupac",15.1,15.1,89,4.7,4.5,15.1,NE,1014.4,1017.8,0,"2023-10-21 06:40:05"
"CN - Ciupac",13.6,13.6,91,1.1,2.2,13.6,W,1009,1018.5,0,"2023-10-21 06:40:06"
"BHI - Ciupac",20.2,20.2,62,2.9,2.2,20.2,W,1011.7,1011.1,0,"2023-10-21 06:40:07"
"GAVIOTAS - Ciupac",15.2,15.2,81,5.8,5.8,15.2,N,1012.4,1018.2,0,"2023-10-21 06:40:08"
"Monte hermoson 2",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:41:01"
"STE - Ciupac",15.4,15.4,89,11.1,11.4,15.4,ENE,1009,1019.2,0,"2023-10-21 06:41:02"
"SCLE - Ciupac",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:41:03"
"MDA - Ciupac",15.2,15.2,89,5,4.5,15.2,NE,1014.8,1018.2,0,"2023-10-21 06:41:04"
"CN - Ciupac",13.6,13.6,91,2.9,3.4,13.6,ENE,1009,1018.8,0,"2023-10-21 06:41:05"
"BHI - Ciupac",20.2,20.2,62,2.1,2.2,20.2,W,1011.7,1011.1,0,"2023-10-21 06:41:06"
"GAVIOTAS - Ciupac",15.2,15.2,81,5.8,5.8,15.2,N,1012.4,1018.2,0,"2023-10-21 06:41:07"
"Monte hermoson 2",15.4,15.4,88,9,8.1,15.4,ENE,1013.4,1019.2,0,"2023-10-21 06:42:02"
"STE - Ciupac",15.5,15.5,89,7.9,9.2,15.5,NE,1009,1019.2,0,"2023-10-21 06:42:03"
"SCLE - Ciupac",15.4,15.4,88,9,8.1,15.4,ENE,1013.4,1019.2,0,"2023-10-21 06:42:04"
"MDA - Ciupac",15.2,15.2,89,6.1,4.5,15.2,NE,1014.8,1018.2,0,"2023-10-21 06:42:05"
"CN - Ciupac",13.6,13.6,91,0.3,1.1,13.6,NW,1009,1018.8,0,"2023-10-21 06:42:06"
"BHI - Ciupac",20.1,20.1,62,4,4.5,20.1,WNW,1011.7,1010.7,0,"2023-10-21 06:42:07"
"GAVIOTAS - Ciupac",15.2,15.2,81,8.7,10.3,15.2,N,1012.4,1018.2,0,"2023-10-21 06:42:08"
"Monte hermoson 2",15.4,15.4,88,10.8,11.4,15.4,NE,1013.1,1018.8,0,"2023-10-21 06:43:02"
"STE - Ciupac",15.5,15.5,89,7.9,9.2,15.5,NE,1009,1019.2,0,"2023-10-21 06:43:03"
"SCLE - Ciupac",15.4,15.4,88,10.8,11.4,15.4,NE,1013.1,1018.8,0,"2023-10-21 06:43:04"
"MDA - Ciupac",15.2,15.2,89,1.1,1.1,15.2,ESE,1014.4,1017.8,0,"2023-10-21 06:43:05"
"CN - Ciupac",13.6,13.6,91,2.1,3.4,13.6,NE,1009,1018.5,0,"2023-10-21 06:43:06"
"BHI - Ciupac",20.1,20.1,62,3.5,3.4,20.1,N,1012.1,1011.1,0,"2023-10-21 06:43:07"
"GAVIOTAS - Ciupac",15.3,15.3,81,2.6,2.2,15.3,NNE,1012.4,1018.2,0,"2023-10-21 06:43:08"
"Monte hermoson 2",15.4,15.4,88,7.2,6.9,15.4,ENE,1013.4,1019.5,0,"2023-10-21 06:44:02"
"STE - Ciupac",15.5,15.5,89,7.9,9.2,15.5,NE,1009,1019.2,0,"2023-10-21 06:44:03"
"SCLE - Ciupac",15.4,15.4,88,7.2,6.9,15.4,ENE,1013.4,1019.5,0,"2023-10-21 06:44:04"
"MDA - Ciupac",15.2,15.2,89,3.2,3.4,15.2,E,1014.8,1018.2,0,"2023-10-21 06:44:05"
"CN - Ciupac",13.7,13.7,91,2.1,2.2,13.7,NE,1009,1018.8,0,"2023-10-21 06:44:05"
"BHI - Ciupac",20.1,20.1,62,7.2,5.8,20.1,N,1012.1,1011.1,0,"2023-10-21 06:44:06"
"GAVIOTAS - Ciupac",15.3,15.3,80,2.9,3.4,15.3,N,1012.4,1018.2,0,"2023-10-21 06:44:07"
"Monte hermoson 2",15.4,15.4,88,6.9,6.9,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:45:02"
"STE - Ciupac",15.5,15.5,89,7.9,9.2,15.5,NE,1009,1019.2,0,"2023-10-21 06:45:03"
"SCLE - Ciupac",15.4,15.4,88,6.9,6.9,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:45:04"
"MDA - Ciupac",15.3,15.3,89,2.9,3.4,15.3,SE,1014.4,1017.8,0,"2023-10-21 06:45:05"
"CN - Ciupac",13.7,13.7,91,2.1,2.2,13.7,NE,1009,1018.5,0,"2023-10-21 06:45:06"
"BHI - Ciupac",20.1,20.1,62,5,4.5,20.1,S,1012.1,1011.1,0,"2023-10-21 06:45:07"
"GAVIOTAS - Ciupac",15.4,15.4,80,1.4,2.2,15.4,NNW,1012.1,1018.2,0,"2023-10-21 06:45:08"
"Monte hermoson 2",15.4,15.4,88,5.5,5.8,15.4,NE,1013.4,1019.2,0,"2023-10-21 06:46:02"
"STE - Ciupac",15.5,15.5,89,7.9,9.2,15.5,NE,1009,1019.2,0,"2023-10-21 06:46:03"
"SCLE - Ciupac",15.4,15.4,88,5.5,5.8,15.4,NE,1013.4,1019.2,0,"2023-10-21 06:46:04"
"MDA - Ciupac",15.3,15.3,89,2.9,3.4,15.3,SE,1014.4,1017.8,0,"2023-10-21 06:46:05"
"CN - Ciupac",13.7,13.7,91,4.7,4.5,13.7,NW,1009,1018.5,0,"2023-10-21 06:46:06"
"BHI - Ciupac",20.1,20.1,62,10.5,9.2,20.1,N,1012.1,1011.4,0,"2023-10-21 06:46:07"
"GAVIOTAS - Ciupac",15.4,15.4,80,3.5,2.2,15.4,NNE,1012.4,1018.2,0,"2023-10-21 06:46:08"
"Monte hermoson 2",15.5,15.5,88,9.7,9.2,15.5,NNE,1013.1,1019.2,0,"2023-10-21 06:47:02"
"STE - Ciupac",15.5,15.5,89,6.1,5.8,15.5,NE,1009,1019.2,0,"2023-10-21 06:47:03"
"SCLE - Ciupac",15.5,15.5,88,9.7,9.2,15.5,NNE,1013.1,1019.2,0,"2023-10-21 06:47:04"
"MDA - Ciupac",15.3,15.3,89,6.4,6.9,15.3,NNW,1014.4,1017.8,0,"2023-10-21 06:47:05"
"CN - Ciupac",13.7,13.7,91,1.4,1.1,13.7,NNE,1009,1018.5,0,"2023-10-21 06:47:06"
"BHI - Ciupac",20,20,62,5,3.4,20,NNW,1012.1,1011.4,0,"2023-10-21 06:47:07"
"GAVIOTAS - Ciupac",15.4,15.4,80,7.9,6.9,15.4,NNE,1012.4,1018.2,0,"2023-10-21 06:47:08"
"Monte hermoson 2",15.5,15.5,89,3.2,3.4,15.5,ENE,1013.4,1019.2,0,"2023-10-21 06:48:02"
"STE - Ciupac",15.5,15.5,89,6.1,5.8,15.5,NE,1009,1019.2,0,"2023-10-21 06:48:03"
"SCLE - Ciupac",15.5,15.5,89,3.2,3.4,15.5,ENE,1013.4,1019.2,0,"2023-10-21 06:48:04"
"MDA - Ciupac",15.3,15.3,89,6.4,6.9,15.3,NNW,1014.4,1017.8,0,"2023-10-21 06:48:05"
"CN - Ciupac",13.7,13.7,91,1.4,1.1,13.7,NNE,1009,1018.5,0,"2023-10-21 06:48:06"
"BHI - Ciupac",20,20,62,5,3.4,20,NNW,1012.1,1011.4,0,"2023-10-21 06:48:07"
"GAVIOTAS - Ciupac",15.4,15.4,80,4.7,5.8,15.4,NE,1012.8,1018.5,0,"2023-10-21 06:48:08"
"Monte hermoson 2",15.5,15.5,88,4,3.4,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:49:02"
"STE - Ciupac",15.5,15.5,89,6.1,5.8,15.5,NE,1009,1019.2,0,"2023-10-21 06:49:03"
"SCLE - Ciupac",15.5,15.5,88,4,3.4,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:49:04"
"MDA - Ciupac",15.3,15.3,89,8.7,6.9,15.3,NE,1014.4,1017.8,0,"2023-10-21 06:49:05"
"CN - Ciupac",13.8,13.8,91,0.6,1.1,13.8,NE,1009,1018.5,0,"2023-10-21 06:49:06"
"BHI - Ciupac",20,20,62,7.2,5.8,20,N,1012.1,1011.1,0,"2023-10-21 06:49:07"
"GAVIOTAS - Ciupac",15.4,15.4,80,4.7,5.8,15.4,NE,1012.8,1018.5,0,"2023-10-21 06:49:08"
"Monte hermoson 2",15.5,15.5,88,7.9,8.1,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:50:02"
"STE - Ciupac",15.5,15.5,89,6.1,5.8,15.5,NE,1009,1019.2,0,"2023-10-21 06:50:03"
"SCLE - Ciupac",15.5,15.5,88,7.9,8.1,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:50:04"
"MDA - Ciupac",15.3,15.3,88,4,3.4,15.3,NE,1014.8,1018.2,0,"2023-10-21 06:50:05"
"CN - Ciupac",13.8,13.8,91,3.5,3.4,13.8,NE,1009,1018.5,0,"2023-10-21 06:50:06"
"BHI - Ciupac",20,20,63,5.5,4.5,20,N,1012.1,1011.1,0,"2023-10-21 06:50:07"
"GAVIOTAS - Ciupac",15.5,15.5,80,7.6,5.8,15.5,N,1012.4,1018.2,0,"2023-10-21 06:50:08"
"Monte hermoson 2",15.5,15.5,88,5.5,4.5,15.5,ENE,1013.4,1019.2,0,"2023-10-21 06:51:02"
"STE - Ciupac",15.5,15.5,89,6.1,5.8,15.5,NE,1009,1019.2,0,"2023-10-21 06:51:04"
"SCLE - Ciupac",15.5,15.5,88,5.5,4.5,15.5,ENE,1013.4,1019.2,0,"2023-10-21 06:51:05"
"MDA - Ciupac",15.3,15.3,88,2.6,2.2,15.3,NE,1014.8,1018.2,0,"2023-10-21 06:51:06"
"CN - Ciupac",13.8,13.8,91,2.9,2.2,13.8,NE,1008.7,1018.5,0,"2023-10-21 06:51:07"
"BHI - Ciupac",20,20,63,4,3.4,20,NNW,1012.1,1011.1,0,"2023-10-21 06:51:08"
"GAVIOTAS - Ciupac",15.5,15.5,80,4.7,3.4,15.5,NE,1012.4,1018.2,0,"2023-10-21 06:51:09"
"Monte hermoson 2",15.5,15.5,88,9.3,9.2,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:52:03"
"STE - Ciupac",15.6,15.6,88,9.3,9.2,15.6,NE,1009,1019.2,0,"2023-10-21 06:52:04"
"SCLE - Ciupac",15.5,15.5,88,9.3,9.2,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:52:05"
"MDA - Ciupac",15.4,15.4,88,6.4,5.8,15.4,ENE,1014.8,1018.2,0,"2023-10-21 06:52:06"
"CN - Ciupac",13.9,13.9,91,1.8,2.2,13.9,NE,1008.7,1018.5,0,"2023-10-21 06:52:07"
"BHI - Ciupac",20,20,63,5,4.5,20,W,1012.4,1011.4,0,"2023-10-21 06:52:08"
"GAVIOTAS - Ciupac",15.6,15.6,79,10.5,8.1,15.6,NNE,1012.4,1018.2,0,"2023-10-21 06:52:09"
"Monte hermoson 2",15.5,15.5,88,9.3,9.2,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:53:02"
"STE - Ciupac",15.6,15.6,88,9.3,9.2,15.6,NE,1009,1019.2,0,"2023-10-21 06:53:03"
"SCLE - Ciupac",15.5,15.5,88,9.3,9.2,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:53:04"
"MDA - Ciupac",15.4,15.4,88,2.9,2.2,15.4,ENE,1014.8,1018.2,0,"2023-10-21 06:53:05"
"CN - Ciupac",13.9,13.9,91,1.8,1.1,13.9,NE,1008.7,1018.2,0,"2023-10-21 06:53:06"
"BHI - Ciupac",20,20,63,5,3.4,20,WSW,1012.1,1011.4,0,"2023-10-21 06:53:07"
"GAVIOTAS - Ciupac",15.6,15.6,79,9.7,8.1,15.6,N,1012.4,1018.2,0,"2023-10-21 06:53:08"
"Monte hermoson 2",15.5,15.5,89,4,3.4,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:54:02"
"STE - Ciupac",15.6,15.6,88,9.3,9.2,15.6,NE,1009,1019.2,0,"2023-10-21 06:54:03"
"SCLE - Ciupac",15.5,15.5,89,4,3.4,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:54:04"
"MDA - Ciupac",15.4,15.4,88,8.7,6.9,15.4,N,1014.4,1017.8,0,"2023-10-21 06:54:05"
"CN - Ciupac",13.9,13.9,91,2.9,2.2,13.9,SSE,1009,1018.5,0,"2023-10-21 06:54:06"
"BHI - Ciupac",20,20,63,5.5,4.5,20,NNW,1012.4,1011.4,0,"2023-10-21 06:54:07"
"GAVIOTAS - Ciupac",15.6,15.6,79,6.4,8.1,15.6,NNE,1012.8,1018.5,0,"2023-10-21 06:54:08"
"Monte hermoson 2",15.5,15.5,88,7.6,8.1,15.5,NE,1013.1,1018.8,0,"2023-10-21 06:55:02"
"STE - Ciupac",15.6,15.6,88,9.3,9.2,15.6,NE,1009,1019.2,0,"2023-10-21 06:55:03"
"SCLE - Ciupac",15.5,15.5,88,7.6,8.1,15.5,NE,1013.1,1018.8,0,"2023-10-21 06:55:04"
"MDA - Ciupac",15.4,15.4,88,4,3.4,15.4,NE,1014.4,1017.8,0,"2023-10-21 06:55:05"
"CN - Ciupac",13.9,13.9,91,5.5,5.8,13.9,NE,1009,1018.5,0,"2023-10-21 06:55:06"
"BHI - Ciupac",20,20,63,6.1,4.5,20,NNW,1012.1,1011.1,0,"2023-10-21 06:55:07"
"GAVIOTAS - Ciupac",15.7,15.7,79,5.8,4.5,15.7,NE,1012.4,1018.2,0,"2023-10-21 06:55:08"
"Monte hermoson 2",15.5,15.5,89,1.8,1.1,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:56:03"
"STE - Ciupac",15.6,15.6,88,9.3,9.2,15.6,NE,1009,1019.2,0,"2023-10-21 06:56:04"
"SCLE - Ciupac",15.5,15.5,89,1.8,1.1,15.5,NE,1013.4,1019.2,0,"2023-10-21 06:56:04"
"MDA - Ciupac",15.4,15.4,88,3.2,3.4,15.4,S,1014.4,1017.8,0,"2023-10-21 06:56:05"
"CN - Ciupac",13.9,13.9,91,1.4,1.1,13.9,N,1009,1018.5,0,"2023-10-21 06:56:06"
"BHI - Ciupac",20,20,63,10.1,6.9,20,W,1012.1,1011.4,0,"2023-10-21 06:56:07"
"GAVIOTAS - Ciupac",15.7,15.7,79,8.7,8.1,15.7,N,1012.4,1018.2,0,"2023-10-21 06:56:08"
"Monte hermoson 2",15.6,15.6,88,11.9,12.5,15.6,E,1013.4,1019.2,0,"2023-10-21 06:57:02"
"STE - Ciupac",15.6,15.6,88,9.3,9.2,15.6,NE,1009,1019.2,0,"2023-10-21 06:57:03"
"SCLE - Ciupac",15.6,15.6,88,11.9,12.5,15.6,E,1013.4,1019.2,0,"2023-10-21 06:57:04"
"MDA - Ciupac",15.5,15.5,88,4.7,4.5,15.5,NE,1014.4,1017.8,0,"2023-10-21 06:57:05"
"CN - Ciupac",13.9,13.9,91,2.9,3.4,13.9,ENE,1008.7,1018.2,0,"2023-10-21 06:57:06"
"BHI - Ciupac",20,20,63,6.4,4.5,20,WNW,1012.1,1011.4,0,"2023-10-21 06:57:07"
"GAVIOTAS - Ciupac",15.7,15.7,79,8.7,8.1,15.7,N,1012.4,1018.2,0,"2023-10-21 06:57:08"
"Monte hermoson 2",15.6,15.6,88,9.7,11.4,15.6,NE,1013.4,1019.2,0,"2023-10-21 06:58:02"
"STE - Ciupac",15.6,15.6,88,9.3,8.1,15.6,NE,1009,1018.8,0,"2023-10-21 06:58:03"
"SCLE - Ciupac",15.6,15.6,88,9.7,11.4,15.6,NE,1013.4,1019.2,0,"2023-10-21 06:58:04"
"MDA - Ciupac",15.5,15.5,88,6.9,9.2,15.5,NE,1014.4,1017.8,0,"2023-10-21 06:58:05"
"CN - Ciupac",13.9,13.9,91,0.3,1.1,13.9,N,1009,1018.5,0,"2023-10-21 06:58:06"
"BHI - Ciupac",20,20,63,5.5,4.5,20,NNW,1012.1,1011.4,0,"2023-10-21 06:58:07"
"GAVIOTAS - Ciupac",15.8,15.8,79,8.2,9.2,15.8,N,1012.4,1018.2,0,"2023-10-21 06:58:08"
"Monte hermoson 2",15.6,15.6,89,6.1,5.8,15.6,NE,1013.4,1019.2,0,"2023-10-21 06:59:01"
"STE - Ciupac",15.6,15.6,88,9.3,8.1,15.6,NE,1009,1018.8,0,"2023-10-21 06:59:02"
"SCLE - Ciupac",15.6,15.6,89,6.1,5.8,15.6,NE,1013.4,1019.2,0,"2023-10-21 06:59:03"
"MDA - Ciupac",15.5,15.5,88,4.7,4.5,15.5,ESE,1014.4,1017.8,0,"2023-10-21 06:59:04"
"CN - Ciupac",14,14,91,3.5,3.4,14,NE,1009,1018.5,0,"2023-10-21 06:59:05"
"BHI - Ciupac",20,20,63,3.5,3.4,20,NNW,1012.1,1011.1,0,"2023-10-21 06:59:06"
"GAVIOTAS - Ciupac",15.8,15.8,79,3.5,4.5,15.8,S,1012.4,1018.2,0,"2023-10-21 06:59:07"
"Monte hermoson 2",15.6,15.6,89,5.5,5.8,15.6,E,1013.4,1019.2,0,"2023-10-21 07:00:04"
"STE - Ciupac",15.6,15.6,88,9.3,8.1,15.6,NE,1009,1018.8,0,"2023-10-21 07:00:05"
"SCLE - Ciupac",15.6,15.6,89,5.5,5.8,15.6,E,1013.4,1019.2,0,"2023-10-21 07:00:06"
"MDA - Ciupac",15.5,15.5,88,4,3.4,15.5,SE,1014.4,1017.8,0,"2023-10-21 07:00:07"
"CN - Ciupac",14,14,91,2.9,3.4,14,NE,1008.7,1018.5,0,"2023-10-21 07:00:08"
"BHI - Ciupac",20,20,63,5.5,4.5,20,N,1012.4,1011.4,0,"2023-10-21 07:00:09"
"GAVIOTAS - Ciupac",15.9,15.9,79,2.6,2.2,15.9,NE,1012.4,1018.2,0,"2023-10-21 07:00:10"
"Monte hermoson 2",15.6,15.6,89,5.5,6.9,15.6,NNE,1013.4,1019.2,0,"2023-10-21 07:01:02"
"STE - Ciupac",15.6,15.6,88,9.3,8.1,15.6,NE,1009,1018.8,0,"2023-10-21 07:01:03"
"SCLE - Ciupac",15.6,15.6,89,5.5,6.9,15.6,NNE,1013.4,1019.2,0,"2023-10-21 07:01:04"
"MDA - Ciupac",15.5,15.5,87,5.5,4.5,15.5,NE,1014.8,1018.2,0,"2023-10-21 07:01:05"
"CN - Ciupac",14,14,91,2.1,2.2,14,NNE,1008.7,1018.5,0,"2023-10-21 07:01:06"
"BHI - Ciupac",20,20,63,4.3,4.5,20,NW,1012.4,1011.4,0,"2023-10-21 07:01:07"
"GAVIOTAS - Ciupac",15.9,15.9,79,3.2,3.4,15.9,NNW,1012.4,1018.2,0,"2023-10-21 07:01:07"
"Monte hermoson 2",15.6,15.6,89,4.7,6.9,15.6,ENE,1013.4,1019.2,0,"2023-10-21 07:02:02"
"STE - Ciupac",15.6,15.6,88,9.3,8.1,15.6,NE,1009,1018.8,0,"2023-10-21 07:02:03"
"SCLE - Ciupac",15.6,15.6,89,4.7,6.9,15.6,ENE,1013.4,1019.2,0,"2023-10-21 07:02:04"
"MDA - Ciupac",15.5,15.5,87,5.5,4.5,15.5,NE,1014.8,1018.2,0,"2023-10-21 07:02:05"
"CN - Ciupac",14,14,91,3.5,2.2,14,ENE,1008.7,1018.5,0,"2023-10-21 07:02:06"
"BHI - Ciupac",20,20,63,4.7,5.8,20,NNW,1012.1,1011.1,0,"2023-10-21 07:02:07"
"GAVIOTAS - Ciupac",15.9,15.9,79,2.1,2.2,15.9,NNE,1012.4,1018.2,0,"2023-10-21 07:02:08"
"Monte hermoson 2",15.6,15.6,89,9.3,8.1,15.6,ENE,1013.4,1019.2,0,"2023-10-21 07:03:02"
"STE - Ciupac",15.7,15.7,88,8.7,6.9,15.7,N,1008.7,1018.8,0,"2023-10-21 07:03:03"
"SCLE - Ciupac",15.6,15.6,89,9.3,8.1,15.6,ENE,1013.4,1019.2,0,"2023-10-21 07:03:04"
"MDA - Ciupac",15.6,15.6,87,5.8,4.5,15.6,NNE,1014.4,1017.8,0,"2023-10-21 07:03:05"
"CN - Ciupac",14,14,91,1.8,1.1,14,NNW,1009,1018.5,0,"2023-10-21 07:03:06"
"BHI - Ciupac",20.1,20.1,63,5,4.5,20.1,ENE,1012.1,1011.4,0,"2023-10-21 07:03:07"
"GAVIOTAS - Ciupac",15.9,15.9,79,2.1,2.2,15.9,NNE,1012.4,1018.2,0,"2023-10-21 07:03:08"
"Monte hermoson 2",15.6,15.6,88,6.9,6.9,15.6,E,1013.4,1019.2,0,"2023-10-21 07:04:02"
"STE - Ciupac",15.7,15.7,88,8.7,6.9,15.7,N,1008.7,1018.8,0,"2023-10-21 07:04:03"
"SCLE - Ciupac",15.6,15.6,88,6.9,6.9,15.6,E,1013.4,1019.2,0,"2023-10-21 07:04:05"
"MDA - Ciupac",15.6,15.6,87,6.9,5.8,15.6,NE,1014.4,1017.8,0,"2023-10-21 07:04:06"
"CN - Ciupac",14,14,91,1.8,1.1,14,NNW,1009,1018.5,0,"2023-10-21 07:04:07"
"BHI - Ciupac",20.1,20.1,63,5,4.5,20.1,ENE,1012.1,1011.4,0,"2023-10-21 07:04:07"
"GAVIOTAS - Ciupac",16,16,79,4.7,4.5,16,NW,1012.8,1018.5,0,"2023-10-21 07:04:08"
"Monte hermoson 2",18.8,18.8,80,6.1,6.9,18.8,NE,1010.4,1016.1,5,"2023-10-21 14:48:04"
"STE - Ciupac",17.3,17.3,84,8.7,9.2,17.3,ENE,1006,1016.1,5,"2023-10-21 14:48:05"
"SCLE - Ciupac",18.8,18.8,80,6.1,6.9,18.8,NE,1010.4,1016.1,5,"2023-10-21 14:48:06"
"MDA - Ciupac",18.2,18.2,80,1.1,1.1,18.2,WSW,1012.1,1015.1,5,"2023-10-21 14:48:08"
"CN - Ciupac",16.5,16.5,86,9.3,9.2,16.5,NE,1005.6,1015.5,3,"2023-10-21 14:48:09"
"BHI - Ciupac",27,27.4,50,3.5,3.4,27,SSW,1009.4,1008.7,1,"2023-10-21 14:48:10"
"GAVIOTAS - Ciupac",17.9,17.9,81,11.9,11.4,17.9,E,1009.4,1015.1,5,"2023-10-21 14:48:11"
"Monte hermoson 2",18.8,18.8,81,6.4,8.1,18.8,NE,1010.4,1016.1,5,"2023-10-21 14:49:03"
"STE - Ciupac",17.3,17.3,84,8.7,9.2,17.3,ENE,1006,1016.1,5,"2023-10-21 14:49:04"
"SCLE - Ciupac",18.8,18.8,81,6.4,8.1,18.8,NE,1010.4,1016.1,5,"2023-10-21 14:49:05"
"MDA - Ciupac",18.3,18.3,78,6.4,8.1,18.3,NNE,1011.7,1015.1,5,"2023-10-21 14:49:06"
"CN - Ciupac",16.5,16.5,86,9.3,9.2,16.5,NE,1005.6,1015.5,3,"2023-10-21 14:49:06"
"BHI - Ciupac",27,27.3,49,6.9,6.9,27,SE,1009.7,1008.7,1,"2023-10-21 14:49:08"
"GAVIOTAS - Ciupac",17.9,17.9,81,11.9,11.4,17.9,E,1009.4,1015.1,5,"2023-10-21 14:49:09"
"Monte hermoson 2",18.8,18.8,80,4.7,4.5,18.8,SE,1010,1016.1,5,"2023-10-21 14:50:03"
"STE - Ciupac",17.3,17.3,85,5,5.8,17.3,NE,1005.6,1015.5,6,"2023-10-21 14:50:04"
"SCLE - Ciupac",18.8,18.8,80,4.7,4.5,18.8,SE,1010,1016.1,5,"2023-10-21 14:50:05"
"MDA - Ciupac",18.4,18.4,79,8.7,9.2,18.4,ESE,1012.1,1015.1,5,"2023-10-21 14:50:06"
"CN - Ciupac",16.5,16.5,86,10.1,10.3,16.5,NE,1005.6,1015.5,3,"2023-10-21 14:50:07"
"BHI - Ciupac",27,27.3,49,9.7,6.9,27,SE,1009.7,1008.7,1,"2023-10-21 14:50:08"
"GAVIOTAS - Ciupac",17.9,17.9,81,13.7,11.4,17.9,NE,1009.4,1015.5,5,"2023-10-21 14:50:09"
"Monte hermoson 2",18.8,18.8,80,6.9,6.9,18.8,ENE,1009.7,1015.8,5,"2023-10-21 14:51:02"
"STE - Ciupac",17.3,17.3,85,5,5.8,17.3,NE,1005.6,1015.5,6,"2023-10-21 14:51:03"
"SCLE - Ciupac",18.8,18.8,80,6.9,6.9,18.8,ENE,1009.7,1015.8,5,"2023-10-21 14:51:04"
"MDA - Ciupac",18.2,18.2,80,9.3,8.1,18.2,ESE,1012.1,1015.5,5,"2023-10-21 14:51:05"
"CN - Ciupac",16.5,16.5,86,10.5,9.2,16.5,ENE,1005.6,1015.5,3,"2023-10-21 14:51:06"
"BHI - Ciupac",26.9,27.3,49,8.2,6.9,26.9,ESE,1009.4,1008.7,1,"2023-10-21 14:51:07"
"GAVIOTAS - Ciupac",17.9,17.9,80,19.1,15.9,17.9,ENE,1009.4,1015.5,5,"2023-10-21 14:51:08"
